SITE_NO,DATE_TIME_HEURE,FLAG_MARQUEUR,VALUE_VALEUR,SDL_LDE,MDL_LDM,VMV_CODE,UNIT_UNITÉ,VARIABLE,VARIABLE_FR,STATUS_STATUT
NB01AJ0126,03/06/2009 10:34,,0.7,,,100803,MG/L,POTASSIUM DISSOLVED,POTASSIUM DISSOUS,P
NB01AJ0126,03/06/2009 10:34,,0.8,,,100101,MG/L,POTASSIUM EXTRACTABLE/UNFILTERED,POTASSIUM EXTRACTIBLE/NON FILTRÉ,P
NB01AJ0126,03/06/2009 10:34,<,0.1,,,100913,UG/L,SELENIUM EXTRACTABLE,SÉLÉNIUM EXTRACTIBLE,P
NB01AJ0126,03/06/2009 10:34,<,0.1,,,110706,UG/L,SILVER EXTRACTABLE,ARGENT EXTRACTIBLE,P
NB01AJ0126,03/06/2009 10:34,,5.17,,,100788,MG/L,SODIUM DISSOLVED,SODIUM DISSOUS,P
NB01AJ0126,03/06/2009 10:34,,5.43,,,100100,MG/L,SODIUM EXTRACTABLE/UNFILTERED,SODIUM EXTRACTIBLE/NON FILTRÉ,P
NB01AJ0126,03/06/2009 10:34,,181,,,2041,US/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,P
NB01AJ0126,03/06/2009 10:34,,150,,,110890,UG/L,STRONTIUM DISSOLVED,STRONTIUM DISSOUS,P
NB01AJ0126,03/06/2009 10:34,,156,,,110874,UG/L,STRONTIUM EXTRACTABLE,STRONTIUM EXTRACTIBLE,P
NB01AJ0126,03/06/2009 10:34,,5.45,,,16309,MG/L,SULPHATE DISSOLVED,SULFATES DISSOUS,P
NB01AJ0126,03/06/2009 10:34,<,0.1,,,100919,UG/L,THALLIUM EXTRACTABLE,THALLIUM EXTRACTIBLE,P
NB01AJ0126,03/06/2009 10:34,<,0.1,,,100916,UG/L,TIN EXTRACTABLE,ÉTAIN EXTRACTIBLE,P
NB01AJ0126,03/06/2009 10:34,,0.5,,,110703,UG/L,TITANIUM EXTRACTABLE,TITANE EXTRACTIBLE,P
NB01AJ0126,03/06/2009 10:34,,0.5,,,2073,JTU,TURBIDITY,TURBIDITÉ,P
NB01AJ0126,03/06/2009 10:34,<,0.1,,,100894,UG/L,URANIUM EXTRACTABLE,URANIUM EXTRACTIBLE,P
NB01AJ0126,03/06/2009 10:34,,0.2,,,110704,UG/L,VANADIUM EXTRACTABLE,VANADIUM EXTRACTIBLE,P
NB01AJ0126,03/06/2009 10:34,,0.5,,,110705,UG/L,ZINC EXTRACTABLE,ZINC EXTRACTIBLE,P
NB01AJ0126,25/06/2014 18:00,,81,2,0.5,10110,MG/L,ALKALINITY GRAN CACO3,ALCALINITÉ GRAN CACO3,P
NB01AJ0126,25/06/2014 18:00,,82,20,20,10111,MG/L,ALKALINITY TOTAL CACO3,ALCALINITÉ TOTALE CACO3,P
NB01AJ0126,25/06/2014 18:00,,46,4,4,103365,UG/L,ALUMINUM TOTAL,ALUMINIUM TOTAL,P
NB01AJ0126,25/06/2014 18:00,,0.04,0.02,0.01,110241,UG/L,ANTIMONY TOTAL,ANTIMOINE TOTAL,P
NB01AJ0126,25/06/2014 18:00,,0.54,0.05,0.05,110242,UG/L,ARSENIC TOTAL,ARSENIC TOTAL,P
NB01AJ0126,25/06/2014 18:00,,7,1,1,110259,UG/L,BARIUM TOTAL,BARYUM TOTAL,P
NB01AJ0126,25/06/2014 18:00,<,0.01,0.01,0.001,110243,UG/L,BERYLLIUM TOTAL,BÉRYLLIUM TOTAL,P
NB01AJ0126,25/06/2014 18:00,<,10,10,10,110260,UG/L,BORON TOTAL,BORE TOTAL,P
NB01AJ0126,25/06/2014 18:00,<,0.02,0.02,0.009,110244,UG/L,CADMIUM TOTAL,CADMIUM TOTAL,P
NB01AJ0126,25/06/2014 18:00,,31,0.01,0.01,110261,MG/L,CALCIUM TOTAL,CALCIUM TOTAL,P
NB01AJ0126,25/06/2014 18:00,,5.6,0.2,0.2,6010,MG/L,CARBON TOTAL ORGANIC,CARBONE ORGANIQUE TOTAL,P
NB01AJ0126,25/06/2014 18:00,,8.4,0.1,0.1,17209,MG/L,CHLORIDE DISSOLVED,CHLORURES DISSOUS,P
NB01AJ0126,25/06/2014 18:00,,0.14,0.02,0.005,110245,UG/L,CHROMIUM TOTAL,CHROME TOTAL,P
NB01AJ0126,25/06/2014 18:00,,0.05,0.01,0.002,110246,UG/L,COBALT TOTAL,COBALT TOTAL,P
NB01AJ0126,25/06/2014 18:00,,30,5,5,110707,HZN UNITS,COLOUR APPARENT,COULEUR APPARENTE,P
NB01AJ0126,25/06/2014 18:00,,195.6,,,109027,US/CM,CONDUCTANCE (FIELD),CONDUCTANCE (TERRAIN),P
NB01AJ0126,25/06/2014 18:00,,0.5,0.01,0.01,110247,UG/L,COPPER TOTAL,CUIVRE TOTAL,P
NB01AJ0126,25/06/2014 18:00,,0.33,0.01,0.01,7315,MG/L,DISSOLVED NITROGEN NITRATE,AZOTE DISSOUS NITRATES,P
NB01AJ0126,25/06/2014 18:00,,0.1,0.02,0.02,110262,MG/L,IRON TOTAL,FER TOTAL,P
NB01AJ0126,25/06/2014 18:00,,0.08,0.03,0.01,110248,UG/L,LEAD TOTAL,PLOMB TOTAL,P
NB01AJ0126,25/06/2014 18:00,,2.71,0.05,0.05,110263,MG/L,MAGNESIUM TOTAL,MAGNÉSIUM TOTAL,P
NB01AJ0126,25/06/2014 18:00,,16,2,2,110264,UG/L,MANGANESE TOTAL,MANGANÈSE TOTAL,P
NB01AJ0126,25/06/2014 18:00,,0.12,0.01,0.01,110249,UG/L,MOLYBDENUM TOTAL,MOLYBDÈNE TOTAL,P
NB01AJ0126,25/06/2014 18:00,,0.35,0.01,0.001,110250,UG/L,NICKEL TOTAL,NICKEL TOTAL,P
NB01AJ0126,25/06/2014 18:00,,0.55,0.02,0.02,110240,MG/L,NITROGEN TOTAL,AZOTE TOTAL,P
NB01AJ0126,25/06/2014 18:00,,9.34,,,110002,MG/L,OXYGEN DISSOLVED,OXYGÈNE DISSOUS,P
NB01AJ0126,25/06/2014 18:00,,103.2,,,110003,% SAT,OXYGEN DISSOLVED % SATURATN.,OXYGÈNE DISSOUS % SATURATION,P
NB01AJ0126,25/06/2014 18:00,,8.27,0.05,0.05,10301,PH,PH,PH,P
NB01AJ0126,25/06/2014 18:00,,8.47,,,109026,PH,PH (FIELD),PH (TERRAIN),P
NB01AJ0126,25/06/2014 18:00,,0.01,0.002,0.002,110238,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P
NB01AJ0126,25/06/2014 18:00,,0.8,0.4,0.1,110265,MG/L,POTASSIUM TOTAL,POTASSIUM TOTAL,P
NB01AJ0126,25/06/2014 18:00,,0.05,0.03,0.03,110251,UG/L,SELENIUM TOTAL,SÉLÉNIUM TOTAL,P
NB01AJ0126,25/06/2014 18:00,<,0.01,0.01,0.002,110252,UG/L,SILVER TOTAL,ARGENT TOTAL,P
NB01AJ0126,25/06/2014 18:00,,6.09,0.02,0.02,110266,MG/L,SODIUM TOTAL,SODIUM TOTAL,P
NB01AJ0126,25/06/2014 18:00,,197,0.5,0.5,2041,US/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,P
NB01AJ0126,25/06/2014 18:00,,172,1,1,110267,UG/L,STRONTIUM TOTAL,STRONTIUM TOTAL,P
NB01AJ0126,25/06/2014 18:00,,6,0.1,0.1,16309,MG/L,SULPHATE DISSOLVED,SULFATES DISSOUS,P
NB01AJ0126,25/06/2014 18:00,,20.21,,,109028,DEG C,TEMPERATURE WATER (FIELD),TEMPÉRATURE EAU (TERRAIN),P
NB01AJ0126,25/06/2014 18:00,<,0.01,0.01,0.001,110253,UG/L,THALLIUM TOTAL,THALLIUM TOTAL,P
NB01AJ0126,25/06/2014 18:00,<,0.05,0.05,0.02,110254,UG/L,TIN TOTAL,ÉTAIN TOTAL,P
NB01AJ0126,25/06/2014 18:00,,0.68,0.05,0.05,110255,UG/L,TITANIUM TOTAL,TITANE TOTAL,P
NB01AJ0126,25/06/2014 18:00,,2.1,0.1,0.1,101168,NTU,TURBIDITY,TURBIDITÉ,P
NB01AJ0126,25/06/2014 18:00,,0,,,110001,NTU,TURBIDITY (FIELD),TURBIDITÉ (TERRAIN),P
NB01AJ0126,25/06/2014 18:00,,0.12,0.01,0.001,110256,UG/L,URANIUM TOTAL,URANIUM TOTAL,P
NB01AJ0126,25/06/2014 18:00,,0.19,0.02,0.004,110257,UG/L,VANADIUM TOTAL,VANADIUM TOTAL,P
NB01AJ0126,25/06/2014 18:00,,0.58,0.05,0.05,110258,UG/L,ZINC TOTAL,ZINC TOTAL,P
NB01AJ0126,23/07/2014 8:30,,90,2,0.5,10110,MG/L,ALKALINITY GRAN CACO3,ALCALINITÉ GRAN CACO3,P
NB01AJ0126,23/07/2014 8:30,,91,20,20,10111,MG/L,ALKALINITY TOTAL CACO3,ALCALINITÉ TOTALE CACO3,P
NB01AJ0126,23/07/2014 8:30,,32,4,4,103365,UG/L,ALUMINUM TOTAL,ALUMINIUM TOTAL,P
NB01AJ0126,23/07/2014 8:30,,0.05,0.02,0.01,110241,UG/L,ANTIMONY TOTAL,ANTIMOINE TOTAL,P
NB01AJ0126,23/07/2014 8:30,,0.58,0.05,0.05,110242,UG/L,ARSENIC TOTAL,ARSENIC TOTAL,P
NB01AJ0126,23/07/2014 8:30,,8,1,1,110259,UG/L,BARIUM TOTAL,BARYUM TOTAL,P
NB01AJ0126,23/07/2014 8:30,<,0.01,0.01,0.001,110243,UG/L,BERYLLIUM TOTAL,BÉRYLLIUM TOTAL,P
NB01AJ0126,23/07/2014 8:30,<,10,10,10,110260,UG/L,BORON TOTAL,BORE TOTAL,P
NB01AJ0126,23/07/2014 8:30,<,0.02,0.02,0.009,110244,UG/L,CADMIUM TOTAL,CADMIUM TOTAL,P
NB01AJ0126,23/07/2014 8:30,,34.2,0.01,0.01,110261,MG/L,CALCIUM TOTAL,CALCIUM TOTAL,P
NB01AJ0126,23/07/2014 8:30,,6.5,0.2,0.2,6010,MG/L,CARBON TOTAL ORGANIC,CARBONE ORGANIQUE TOTAL,P
NB01AJ0126,23/07/2014 8:30,,8.1,0.1,0.1,17209,MG/L,CHLORIDE DISSOLVED,CHLORURES DISSOUS,P
NB01AJ0126,23/07/2014 8:30,,0.13,0.02,0.005,110245,UG/L,CHROMIUM TOTAL,CHROME TOTAL,P
NB01AJ0126,23/07/2014 8:30,,0.02,0.01,0.002,110246,UG/L,COBALT TOTAL,COBALT TOTAL,P
NB01AJ0126,23/07/2014 8:30,,35,5,5,110707,HZN UNITS,COLOUR APPARENT,COULEUR APPARENTE,P
NB01AJ0126,23/07/2014 8:30,,212.2,,,109027,US/CM,CONDUCTANCE (FIELD),CONDUCTANCE (TERRAIN),P
NB01AJ0126,23/07/2014 8:30,,0.41,0.01,0.01,110247,UG/L,COPPER TOTAL,CUIVRE TOTAL,P
NB01AJ0126,23/07/2014 8:30,,0.26,0.01,0.01,7315,MG/L,DISSOLVED NITROGEN NITRATE,AZOTE DISSOUS NITRATES,P
NB01AJ0126,23/07/2014 8:30,,0.07,0.02,0.02,110262,MG/L,IRON TOTAL,FER TOTAL,P
NB01AJ0126,23/07/2014 8:30,<,0.03,0.03,0.01,110248,UG/L,LEAD TOTAL,PLOMB TOTAL,P
NB01AJ0126,23/07/2014 8:30,,2.95,0.05,0.05,110263,MG/L,MAGNESIUM TOTAL,MAGNÉSIUM TOTAL,P
NB01AJ0126,23/07/2014 8:30,,9,2,2,110264,UG/L,MANGANESE TOTAL,MANGANÈSE TOTAL,P
NB01AJ0126,23/07/2014 8:30,,0.13,0.01,0.01,110249,UG/L,MOLYBDENUM TOTAL,MOLYBDÈNE TOTAL,P
NB01AJ0126,23/07/2014 8:30,,0.28,0.01,0.001,110250,UG/L,NICKEL TOTAL,NICKEL TOTAL,P
NB01AJ0126,23/07/2014 8:30,,0.52,0.02,0.02,110240,MG/L,NITROGEN TOTAL,AZOTE TOTAL,P
NB01AJ0126,23/07/2014 8:30,,9.4,,,110002,MG/L,OXYGEN DISSOLVED,OXYGÈNE DISSOUS,P
NB01AJ0126,23/07/2014 8:30,,108,,,110003,% SAT,OXYGEN DISSOLVED % SATURATN.,OXYGÈNE DISSOUS % SATURATION,P
NB01AJ0126,23/07/2014 8:30,,8.29,0.05,0.05,10301,PH,PH,PH,P
NB01AJ0126,23/07/2014 8:30,,8.02,,,109026,PH,PH (FIELD),PH (TERRAIN),P
NB01AJ0126,23/07/2014 8:30,,0.008,0.002,0.002,110238,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P
NB01AJ0126,23/07/2014 8:30,,0.7,0.4,0.1,110265,MG/L,POTASSIUM TOTAL,POTASSIUM TOTAL,P
NB01AJ0126,23/07/2014 8:30,,0.05,0.03,0.03,110251,UG/L,SELENIUM TOTAL,SÉLÉNIUM TOTAL,P
NB01AJ0126,23/07/2014 8:30,<,0.01,0.01,0.002,110252,UG/L,SILVER TOTAL,ARGENT TOTAL,P
NB01AJ0126,23/07/2014 8:30,,6.06,0.02,0.02,110266,MG/L,SODIUM TOTAL,SODIUM TOTAL,P
NB01AJ0126,23/07/2014 8:30,,211,0.5,0.5,2041,US/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,P
NB01AJ0126,23/07/2014 8:30,,194,1,1,110267,UG/L,STRONTIUM TOTAL,STRONTIUM TOTAL,P
NB01AJ0126,23/07/2014 8:30,,5.8,0.1,0.1,16309,MG/L,SULPHATE DISSOLVED,SULFATES DISSOUS,P
NB01AJ0126,23/07/2014 8:30,,22.09,,,109028,DEG C,TEMPERATURE WATER (FIELD),TEMPÉRATURE EAU (TERRAIN),P
NB01AJ0126,23/07/2014 8:30,<,0.01,0.01,0.001,110253,UG/L,THALLIUM TOTAL,THALLIUM TOTAL,P
NB01AJ0126,23/07/2014 8:30,<,0.05,0.05,0.02,110254,UG/L,TIN TOTAL,ÉTAIN TOTAL,P
NB01AJ0126,23/07/2014 8:30,,0.47,0.05,0.05,110255,UG/L,TITANIUM TOTAL,TITANE TOTAL,P
NB01AJ0126,23/07/2014 8:30,,1.5,0.1,0.1,101168,NTU,TURBIDITY,TURBIDITÉ,P
NB01AJ0126,23/07/2014 8:30,,1.4,,,110001,NTU,TURBIDITY (FIELD),TURBIDITÉ (TERRAIN),P
NB01AJ0126,23/07/2014 8:30,,0.14,0.01,0.001,110256,UG/L,URANIUM TOTAL,URANIUM TOTAL,P
NB01AJ0126,23/07/2014 8:30,,0.16,0.02,0.004,110257,UG/L,VANADIUM TOTAL,VANADIUM TOTAL,P
NB01AJ0126,23/07/2014 8:30,,0.35,0.05,0.05,110258,UG/L,ZINC TOTAL,ZINC TOTAL,P
NB01AJ0126,11/09/2014 13:00,,115,2,0.5,10110,MG/L,ALKALINITY GRAN CACO3,ALCALINITÉ GRAN CACO3,P
NB01AJ0126,11/09/2014 13:00,,116,20,20,10111,MG/L,ALKALINITY TOTAL CACO3,ALCALINITÉ TOTALE CACO3,P
NB01AJ0126,11/09/2014 13:00,,12,4,4,103365,UG/L,ALUMINUM TOTAL,ALUMINIUM TOTAL,P
NB01AJ0126,11/09/2014 13:00,,0.05,0.02,0.01,110241,UG/L,ANTIMONY TOTAL,ANTIMOINE TOTAL,P
NB01AJ0126,11/09/2014 13:00,,0.45,0.05,0.05,110242,UG/L,ARSENIC TOTAL,ARSENIC TOTAL,P
NB01AJ0126,11/09/2014 13:00,,10,1,1,110259,UG/L,BARIUM TOTAL,BARYUM TOTAL,P
NB01AJ0126,11/09/2014 13:00,<,0.01,0.01,0.001,110243,UG/L,BERYLLIUM TOTAL,BÉRYLLIUM TOTAL,P
NB01AJ0126,11/09/2014 13:00,<,10,10,10,110260,UG/L,BORON TOTAL,BORE TOTAL,P
NB01AJ0126,11/09/2014 13:00,<,0.02,0.02,0.009,110244,UG/L,CADMIUM TOTAL,CADMIUM TOTAL,P
NB01AJ0126,11/09/2014 13:00,,43.8,0.01,0.01,110261,MG/L,CALCIUM TOTAL,CALCIUM TOTAL,P
NB01AJ0126,11/09/2014 13:00,,3.8,0.2,0.2,6010,MG/L,CARBON TOTAL ORGANIC,CARBONE ORGANIQUE TOTAL,P
NB01AJ0126,11/09/2014 13:00,,12.9,0.1,0.1,17209,MG/L,CHLORIDE DISSOLVED,CHLORURES DISSOUS,P
NB01AJ0126,11/09/2014 13:00,,0.1,0.02,0.005,110245,UG/L,CHROMIUM TOTAL,CHROME TOTAL,P
NB01AJ0126,11/09/2014 13:00,,0.02,0.01,0.002,110246,UG/L,COBALT TOTAL,COBALT TOTAL,P
NB01AJ0126,11/09/2014 13:00,,14,5,5,110707,HZN UNITS,COLOUR APPARENT,COULEUR APPARENTE,P
NB01AJ0126,11/09/2014 13:00,,278.3,,,109027,US/CM,CONDUCTANCE (FIELD),CONDUCTANCE (TERRAIN),P
NB01AJ0126,11/09/2014 13:00,,0.4,0.01,0.01,110247,UG/L,COPPER TOTAL,CUIVRE TOTAL,P
NB01AJ0126,11/09/2014 13:00,,0.67,0.02,0.02,7315,MG/L,DISSOLVED NITROGEN NITRATE,AZOTE DISSOUS NITRATES,P
NB01AJ0126,11/09/2014 13:00,,0.03,0.02,0.02,110262,MG/L,IRON TOTAL,FER TOTAL,P
NB01AJ0126,11/09/2014 13:00,<,0.03,0.03,0.01,110248,UG/L,LEAD TOTAL,PLOMB TOTAL,P
NB01AJ0126,11/09/2014 13:00,,4.11,0.05,0.05,110263,MG/L,MAGNESIUM TOTAL,MAGNÉSIUM TOTAL,P
NB01AJ0126,11/09/2014 13:00,,8,2,2,110264,UG/L,MANGANESE TOTAL,MANGANÈSE TOTAL,P
NB01AJ0126,11/09/2014 13:00,,0.16,0.01,0.01,110249,UG/L,MOLYBDENUM TOTAL,MOLYBDÈNE TOTAL,P
NB01AJ0126,11/09/2014 13:00,,0.31,0.01,0.001,110250,UG/L,NICKEL TOTAL,NICKEL TOTAL,P
NB01AJ0126,11/09/2014 13:00,,0.82,0.02,0.02,110240,MG/L,NITROGEN TOTAL,AZOTE TOTAL,P
NB01AJ0126,11/09/2014 13:00,,10.95,,,110002,MG/L,OXYGEN DISSOLVED,OXYGÈNE DISSOUS,P
NB01AJ0126,11/09/2014 13:00,,113.1,,,110003,% SAT,OXYGEN DISSOLVED % SATURATN.,OXYGÈNE DISSOUS % SATURATION,P
NB01AJ0126,11/09/2014 13:00,,8.36,0.05,0.05,10301,PH,PH,PH,P
NB01AJ0126,11/09/2014 13:00,,8.37,,,109026,PH,PH (FIELD),PH (TERRAIN),P
NB01AJ0126,11/09/2014 13:00,,0.005,0.002,0.002,110238,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P
NB01AJ0126,11/09/2014 13:00,,1,0.4,0.1,110265,MG/L,POTASSIUM TOTAL,POTASSIUM TOTAL,P
NB01AJ0126,11/09/2014 13:00,,0.05,0.03,0.03,110251,UG/L,SELENIUM TOTAL,SÉLÉNIUM TOTAL,P
NB01AJ0126,11/09/2014 13:00,<,0.01,0.01,0.002,110252,UG/L,SILVER TOTAL,ARGENT TOTAL,P
NB01AJ0126,11/09/2014 13:00,,9.72,0.02,0.02,110266,MG/L,SODIUM TOTAL,SODIUM TOTAL,P
NB01AJ0126,11/09/2014 13:00,,284,0.5,0.5,2041,US/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,P
NB01AJ0126,11/09/2014 13:00,,249,1,1,110267,UG/L,STRONTIUM TOTAL,STRONTIUM TOTAL,P
NB01AJ0126,11/09/2014 13:00,,10.9,0.2,0.2,16309,MG/L,SULPHATE DISSOLVED,SULFATES DISSOUS,P
NB01AJ0126,11/09/2014 13:00,,17.05,,,109028,DEG C,TEMPERATURE WATER (FIELD),TEMPÉRATURE EAU (TERRAIN),P
NB01AJ0126,11/09/2014 13:00,<,0.01,0.01,0.001,110253,UG/L,THALLIUM TOTAL,THALLIUM TOTAL,P
NB01AJ0126,11/09/2014 13:00,<,0.05,0.05,0.02,110254,UG/L,TIN TOTAL,ÉTAIN TOTAL,P
NB01AJ0126,11/09/2014 13:00,,0.21,0.05,0.05,110255,UG/L,TITANIUM TOTAL,TITANE TOTAL,P
NB01AJ0126,11/09/2014 13:00,,1.1,0.1,0.1,101168,NTU,TURBIDITY,TURBIDITÉ,P
NB01AJ0126,11/09/2014 13:00,,0.2,,,110001,NTU,TURBIDITY (FIELD),TURBIDITÉ (TERRAIN),P
NB01AJ0126,11/09/2014 13:00,,0.19,0.01,0.001,110256,UG/L,URANIUM TOTAL,URANIUM TOTAL,P
NB01AJ0126,11/09/2014 13:00,,0.12,0.02,0.004,110257,UG/L,VANADIUM TOTAL,VANADIUM TOTAL,P
NB01AJ0126,11/09/2014 13:00,,0.45,0.05,0.05,110258,UG/L,ZINC TOTAL,ZINC TOTAL,P
NB01AJ0126,04/11/2014 14:55,,53,2,0.5,10110,MG/L,ALKALINITY GRAN CACO3,ALCALINITÉ GRAN CACO3,P
NB01AJ0126,04/11/2014 14:55,,54,20,20,10111,MG/L,ALKALINITY TOTAL CACO3,ALCALINITÉ TOTALE CACO3,P
NB01AJ0126,04/11/2014 14:55,,57,4,4,103365,UG/L,ALUMINUM TOTAL,ALUMINIUM TOTAL,P
NB01AJ0126,04/11/2014 14:55,,0.04,0.02,0.01,110241,UG/L,ANTIMONY TOTAL,ANTIMOINE TOTAL,P
NB01AJ0126,04/11/2014 14:55,,0.36,0.05,0.05,110242,UG/L,ARSENIC TOTAL,ARSENIC TOTAL,P
NB01AJ0126,04/11/2014 14:55,,5,1,1,110259,UG/L,BARIUM TOTAL,BARYUM TOTAL,P
NB01AJ0126,04/11/2014 14:55,<,0.01,0.01,0.001,110243,UG/L,BERYLLIUM TOTAL,BÉRYLLIUM TOTAL,P
NB01AJ0126,04/11/2014 14:55,<,10,10,10,110260,UG/L,BORON TOTAL,BORE TOTAL,P
NB01AJ0126,04/11/2014 14:55,<,0.02,0.02,0.009,110244,UG/L,CADMIUM TOTAL,CADMIUM TOTAL,P
NB01AJ0126,04/11/2014 14:55,,22.1,0.01,0.01,110261,MG/L,CALCIUM TOTAL,CALCIUM TOTAL,P
NB01AJ0126,04/11/2014 14:55,,7.44,0.25,0.25,6010,MG/L,CARBON TOTAL ORGANIC,CARBONE ORGANIQUE TOTAL,P
NB01AJ0126,04/11/2014 14:55,,6.6,0.1,0.1,17209,MG/L,CHLORIDE DISSOLVED,CHLORURES DISSOUS,P
NB01AJ0126,04/11/2014 14:55,,0.17,0.02,0.005,110245,UG/L,CHROMIUM TOTAL,CHROME TOTAL,P
NB01AJ0126,04/11/2014 14:55,,0.04,0.01,0.002,110246,UG/L,COBALT TOTAL,COBALT TOTAL,P
NB01AJ0126,04/11/2014 14:55,,43,5,5,110707,HZN UNITS,COLOUR APPARENT,COULEUR APPARENTE,P
NB01AJ0126,04/11/2014 14:55,,138.9,,,109027,US/CM,CONDUCTANCE (FIELD),CONDUCTANCE (TERRAIN),P
NB01AJ0126,04/11/2014 14:55,,0.41,0.01,0.01,110247,UG/L,COPPER TOTAL,CUIVRE TOTAL,P
NB01AJ0126,04/11/2014 14:55,,0.28,0.02,0.02,7315,MG/L,DISSOLVED NITROGEN NITRATE,AZOTE DISSOUS NITRATES,P
NB01AJ0126,04/11/2014 14:55,,0.14,0.02,0.02,110262,MG/L,IRON TOTAL,FER TOTAL,P
NB01AJ0126,04/11/2014 14:55,,0.06,0.03,0.01,110248,UG/L,LEAD TOTAL,PLOMB TOTAL,P
NB01AJ0126,04/11/2014 14:55,,2.17,0.05,0.05,110263,MG/L,MAGNESIUM TOTAL,MAGNÉSIUM TOTAL,P
NB01AJ0126,04/11/2014 14:55,,15,2,2,110264,UG/L,MANGANESE TOTAL,MANGANÈSE TOTAL,P
NB01AJ0126,04/11/2014 14:55,,0.06,0.01,0.01,110249,UG/L,MOLYBDENUM TOTAL,MOLYBDÈNE TOTAL,P
NB01AJ0126,04/11/2014 14:55,,0.28,0.01,0.001,110250,UG/L,NICKEL TOTAL,NICKEL TOTAL,P
NB01AJ0126,04/11/2014 14:55,,0.47,0.02,0.02,110240,MG/L,NITROGEN TOTAL,AZOTE TOTAL,P
NB01AJ0126,04/11/2014 14:55,,13.81,,,110002,MG/L,OXYGEN DISSOLVED,OXYGÈNE DISSOUS,P
NB01AJ0126,04/11/2014 14:55,,102.2,,,110003,% SAT,OXYGEN DISSOLVED % SATURATN.,OXYGÈNE DISSOUS % SATURATION,P
NB01AJ0126,04/11/2014 14:55,,7.89,0.05,0.05,10301,PH,PH,PH,P
NB01AJ0126,04/11/2014 14:55,,7.22,,,109026,PH,PH (FIELD),PH (TERRAIN),P
NB01AJ0126,04/11/2014 14:55,,0.01,0.002,0.002,110238,MG/L,PHOSPHORUS TOTAL,PHOSPHORE TOTAL,P
NB01AJ0126,04/11/2014 14:55,,0.7,0.4,0.1,110265,MG/L,POTASSIUM TOTAL,POTASSIUM TOTAL,P
NB01AJ0126,04/11/2014 14:55,,0.06,0.03,0.03,110251,UG/L,SELENIUM TOTAL,SÉLÉNIUM TOTAL,P
NB01AJ0126,04/11/2014 14:55,<,0.01,0.01,0.002,110252,UG/L,SILVER TOTAL,ARGENT TOTAL,P
NB01AJ0126,04/11/2014 14:55,,4.53,0.02,0.02,110266,MG/L,SODIUM TOTAL,SODIUM TOTAL,P
NB01AJ0126,04/11/2014 14:55,,142,0.5,0.5,2041,US/CM,SPECIFIC CONDUCTANCE,CONDUCTANCE SPÉCIFIQUE,P
NB01AJ0126,04/11/2014 14:55,,116,1,1,110267,UG/L,STRONTIUM TOTAL,STRONTIUM TOTAL,P
NB01AJ0126,04/11/2014 14:55,,8.4,0.2,0.2,16309,MG/L,SULPHATE DISSOLVED,SULFATES DISSOUS,P
NB01AJ0126,04/11/2014 14:55,,2.7,,,109028,DEG C,TEMPERATURE WATER (FIELD),TEMPÉRATURE EAU (TERRAIN),P
NB01AJ0126,04/11/2014 14:55,<,0.01,0.01,0.001,110253,UG/L,THALLIUM TOTAL,THALLIUM TOTAL,P
NB01AJ0126,04/11/2014 14:55,<,0.05,0.05,0.02,110254,UG/L,TIN TOTAL,ÉTAIN TOTAL,P
NB01AJ0126,04/11/2014 14:55,,0.9,0.05,0.05,110255,UG/L,TITANIUM TOTAL,TITANE TOTAL,P
NB01AJ0126,04/11/2014 14:55,,1.9,0.1,0.1,101168,NTU,TURBIDITY,TURBIDITÉ,P
NB01AJ0126,04/11/2014 14:55,,2.5,,,110001,NTU,TURBIDITY (FIELD),TURBIDITÉ (TERRAIN),P
NB01AJ0126,04/11/2014 14:55,,0.08,0.01,0.001,110256,UG/L,URANIUM TOTAL,URANIUM TOTAL,P
NB01AJ0126,04/11/2014 14:55,,0.17,0.02,0.004,110257,UG/L,VANADIUM TOTAL,VANADIUM TOTAL,P
NB01AJ0126,04/11/2014 14:55,,0.38,0.05,0.05,110258,UG/L,ZINC TOTAL,ZINC TOTAL,P
NB01AJ0126,16/01/2015 10:30,,73,2,0.5,10110,MG/L,ALKALINITY GRAN CACO3,ALCALINITÉ GRAN CACO3,P
NB01AJ0126,16/01/2015 10:30,,74,20,20,10111,MG/L,ALKALINITY TOTAL CACO3,ALCALINITÉ TOTALE CACO3,P
NB01AJ0126,16/01/2015 10:30,,130,4,4,103365,UG/L,ALUMINUM TOTAL,ALUMINIUM TOTAL,P
NB01AJ0126,16/01/2015 10:30,,0.14,0.02,0.01,110241,UG/L,ANTIMONY TOTAL,ANTIMOINE TOTAL,P
NB01AJ0126,16/01/2015 10:30,,0.26,0.05,0.05,110242,UG/L,ARSENIC TOTAL,ARSENIC TOTAL,P
